epoch,accuracy,loss,val_accuracy,val_loss
0,0.6531420350074768,0.6231937408447266,0.6619318127632141,0.5912747979164124
1,0.7199406027793884,0.5497623085975647,0.7357954382896423,0.5154957175254822
2,0.7753587365150452,0.48918309807777405,0.8039772510528564,0.4682634472846985
3,0.7956457138061523,0.45472949743270874,0.8210227489471436,0.46275317668914795
4,0.8391885161399841,0.4074837565422058,0.8267045617103577,0.4276917576789856
5,0.8471053838729858,0.3712482750415802,0.8409090638160706,0.4027710258960724
6,0.857991099357605,0.34657880663871765,0.8238636255264282,0.38165655732154846
7,0.87158203125,0.3190578520298004,0.8494318127632141,0.35074812173843384
8,0.8812469244003296,0.3025076389312744,0.8607954382896423,0.33248788118362427
9,0.8980702757835388,0.2680019438266754,0.8806818127632141,0.31113484501838684
10,0.9079663753509521,0.24738171696662903,0.8664772510528564,0.310060054063797
11,0.9000495076179504,0.24780696630477905,0.8806818127632141,0.30523353815078735
12,0.914893627166748,0.22265316545963287,0.8835227489471436,0.3017836809158325
13,0.9143987894058228,0.21927808225154877,0.8835227489471436,0.2830955982208252
14,0.9317169785499573,0.1954021155834198,0.8806818127632141,0.2845775783061981
15,0.9406234622001648,0.176987886428833,0.8835227489471436,0.29034125804901123
16,0.9341909885406494,0.1817258894443512,0.8835227489471436,0.27030283212661743
17,0.939633846282959,0.17978304624557495,0.8892045617103577,0.26365920901298523
18,0.94677734375,0.15574733912944794,0.8948863744735718,0.2686055898666382
19,0.9465610980987549,0.1547219604253769,0.9005681872367859,0.25128042697906494
20,0.9495299458503723,0.1490078568458557,0.8977272510528564,0.25451430678367615
21,0.9544779658317566,0.13515892624855042,0.8977272510528564,0.25798216462135315
22,0.9549728035926819,0.13520783185958862,0.8977272510528564,0.25974947214126587
23,0.9658584594726562,0.11272985488176346,0.9005681872367859,0.25689205527305603
24,0.9534883499145508,0.12206795066595078,0.8977272510528564,0.2590450346469879
25,0.9633844494819641,0.11305824667215347,0.90625,0.25365421175956726
26,0.960910439491272,0.1187584325671196,0.90625,0.24982137978076935
27,0.9678376913070679,0.10631641000509262,0.9119318127632141,0.25280770659446716
28,0.9673429131507874,0.10402432084083557,0.9034090638160706,0.25635015964508057
29,0.969322144985199,0.09596683830022812,0.9034090638160706,0.2534753084182739
