epoch,accuracy,loss,val_accuracy,val_loss
0,0.6392874717712402,0.6554523706436157,0.6107954382896423,0.6697522401809692
1,0.6427510976791382,0.655646026134491,0.6278409361839294,0.6666494607925415
2,0.643740713596344,0.6515731811523438,0.6079545617103577,0.666150689125061
3,0.6422563195228577,0.6483029127120972,0.6079545617103577,0.6716850399971008
4,0.6476991772651672,0.6457160711288452,0.6079545617103577,0.6753789186477661
5,0.6511628031730652,0.6434044241905212,0.6079545617103577,0.6604385375976562
6,0.6496783494949341,0.6438813209533691,0.6136363744735718,0.6724965572357178
7,0.6506679654121399,0.6404832601547241,0.6136363744735718,0.6562656760215759
8,0.652152419090271,0.6421497464179993,0.6107954382896423,0.6931813359260559
9,0.6536368131637573,0.6356869339942932,0.6107954382896423,0.6725186705589294
10,0.6516575813293457,0.6393741369247437,0.6136363744735718,0.6856043338775635
11,0.6536368131637573,0.6379784941673279,0.6164772510528564,0.6542316675186157
12,0.6551212072372437,0.6356980204582214,0.6136363744735718,0.659012496471405
13,0.6546264290809631,0.6321184039115906,0.6193181872367859,0.6517773270606995
14,0.6551212072372437,0.6312301158905029,0.6136363744735718,0.6610575318336487
15,0.6541315913200378,0.6321848034858704,0.6164772510528564,0.6516337990760803
16,0.6541315913200378,0.6341364979743958,0.6136363744735718,0.6506343483924866
17,0.6496783494949341,0.6340659260749817,0.6079545617103577,0.6880991458892822
18,0.6476991772651672,0.6323391795158386,0.6136363744735718,0.6492807865142822
19,0.6501731872558594,0.635245680809021,0.6051136255264282,0.6861966848373413
20,0.6600692868232727,0.6324940323829651,0.6136363744735718,0.6571476459503174
21,0.6516575813293457,0.6312399506568909,0.6221590638160706,0.6487882137298584
22,0.6645225286483765,0.6214457750320435,0.6164772510528564,0.6552005410194397
23,0.6620485186576843,0.621306836605072,0.6107954382896423,0.6782712936401367
24,0.6551212072372437,0.6326841115951538,0.6221590638160706,0.6484964489936829
25,0.6655121445655823,0.6265120506286621,0.6136363744735718,0.6598198413848877
26,0.652152419090271,0.6276503801345825,0.6164772510528564,0.6450930237770081
27,0.6546264290809631,0.6328064799308777,0.6164772510528564,0.6521710157394409
28,0.655616044998169,0.6295533180236816,0.625,0.6470904350280762
29,0.661553680896759,0.6268243193626404,0.6221590638160706,0.6481153964996338
