epoch,accuracy,loss,val_accuracy,val_loss
0,0.6872835159301758,0.5869777798652649,0.7556818127632141,0.5206064581871033
1,0.7704107165336609,0.48303815722465515,0.7727272510528564,0.4735376536846161
2,0.794161319732666,0.44772645831108093,0.8039772510528564,0.4358404874801636
3,0.8124690651893616,0.41820254921913147,0.8125,0.41565701365470886
4,0.8268184065818787,0.39759063720703125,0.8238636255264282,0.39905548095703125
5,0.833250880241394,0.37775468826293945,0.8295454382896423,0.3868024945259094
6,0.8401781320571899,0.3670487701892853,0.8352272510528564,0.38190001249313354
7,0.8456209897994995,0.3613189458847046,0.8323863744735718,0.3726314306259155
8,0.8589807152748108,0.34537574648857117,0.8323863744735718,0.3651218116283417
9,0.8476002216339111,0.3520808517932892,0.84375,0.35916903614997864
10,0.8614547252655029,0.3342241644859314,0.84375,0.3521309196949005
11,0.8688768148422241,0.32117363810539246,0.8551136255264282,0.3426249325275421
12,0.8683819770812988,0.3112301826477051,0.8579545617103577,0.34111571311950684
13,0.8604651093482971,0.3196087181568146,0.8636363744735718,0.33778926730155945
14,0.8718456029891968,0.3173575699329376,0.8551136255264282,0.3359556496143341
15,0.8728352189064026,0.30663731694221497,0.8579545617103577,0.33029401302337646
16,0.8738248348236084,0.30002743005752563,0.8607954382896423,0.33018815517425537
17,0.8787729144096375,0.29659032821655273,0.8693181872367859,0.32403385639190674
18,0.8822365403175354,0.29066991806030273,0.8664772510528564,0.32375457882881165
19,0.879267692565918,0.2960961163043976,0.8607954382896423,0.3272262513637543
20,0.892132580280304,0.28092217445373535,0.8579545617103577,0.3233572244644165
21,0.8891637921333313,0.28214147686958313,0.8607954382896423,0.3205229938030243
22,0.8926274180412292,0.2785596549510956,0.8721590638160706,0.31802284717559814
23,0.888668954372406,0.2738756835460663,0.8664772510528564,0.31950971484184265
24,0.89501953125,0.26343458890914917,0.8607954382896423,0.3167322278022766
25,0.8990598917007446,0.26005420088768005,0.8693181872367859,0.31585168838500977
26,0.8951014280319214,0.2739499509334564,0.8778409361839294,0.31073400378227234
27,0.8955962657928467,0.26666978001594543,0.8721590638160706,0.3122529685497284
28,0.8960910439491272,0.2643014192581177,0.8721590638160706,0.30974656343460083
29,0.8946066498756409,0.2532525360584259,0.8806818127632141,0.3072471618652344
30,0.9049975275993347,0.24887290596961975,0.8579545617103577,0.32143715023994446
31,0.8990598917007446,0.2488662302494049,0.8806818127632141,0.30559706687927246
32,0.9069767594337463,0.24505546689033508,0.8693181872367859,0.3128248453140259
33,0.906481921672821,0.24936212599277496,0.8778409361839294,0.30517515540122986
34,0.900544285774231,0.24662306904792786,0.8778409361839294,0.3071746826171875
35,0.8955962657928467,0.25281018018722534,0.8721590638160706,0.30800628662109375
36,0.9020286798477173,0.24903440475463867,0.875,0.3040173649787903
37,0.9030182957649231,0.23794372379779816,0.8607954382896423,0.3127497434616089
38,0.9045027494430542,0.24669209122657776,0.8664772510528564,0.31101343035697937
39,0.909945547580719,0.23408429324626923,0.875,0.2995140850543976
40,0.908955991268158,0.24264520406723022,0.8636363744735718,0.3049856424331665
41,0.9153884053230286,0.23315177857875824,0.8806818127632141,0.2977202236652374
42,0.9104403853416443,0.23681597411632538,0.8721590638160706,0.3074095547199249
43,0.906481921672821,0.23660564422607422,0.8778409361839294,0.29819387197494507
44,0.908955991268158,0.22671076655387878,0.8693181872367859,0.30108824372291565
45,0.9074715375900269,0.22903402149677277,0.8607954382896423,0.3043108284473419
46,0.9114300012588501,0.23554682731628418,0.8579545617103577,0.3033526837825775
47,0.9173676371574402,0.2206379622220993,0.8664772510528564,0.3030090034008026
48,0.9094507694244385,0.22784185409545898,0.875,0.2983492910861969
49,0.9045027494430542,0.2308768630027771,0.875,0.3064897060394287
50,0.9084611535072327,0.22232124209403992,0.875,0.30067306756973267
51,0.9119247794151306,0.22426985204219818,0.8721590638160706,0.29742929339408875
52,0.9178624153137207,0.21660514175891876,0.8664772510528564,0.3004462420940399
53,0.9163780212402344,0.22559292614459991,0.8806818127632141,0.29767322540283203
54,0.9198416471481323,0.210535928606987,0.8636363744735718,0.31801483035087585
55,0.9143987894058228,0.21341125667095184,0.8721590638160706,0.30745673179626465
56,0.9134092330932617,0.21211634576320648,0.875,0.3029700219631195
57,0.9158832430839539,0.2206193506717682,0.875,0.2968027591705322
58,0.9114300012588501,0.21578411757946014,0.8721590638160706,0.3024944067001343
59,0.9178624153137207,0.21212530136108398,0.8778409361839294,0.29892072081565857
60,0.9238001108169556,0.20411573350429535,0.8806818127632141,0.2996450662612915
61,0.9213261008262634,0.20829033851623535,0.8778409361839294,0.29780301451683044
62,0.9228104948997498,0.20420120656490326,0.8806818127632141,0.2932368814945221
63,0.9228104948997498,0.20312374830245972,0.8806818127632141,0.2955959141254425
64,0.918357253074646,0.21029560267925262,0.8806818127632141,0.2906043827533722
65,0.9238001108169556,0.1969895362854004,0.8778409361839294,0.2952764630317688
66,0.918357253074646,0.20120470225811005,0.875,0.29772502183914185
67,0.9282533526420593,0.20050360262393951,0.875,0.30125892162323
68,0.9238001108169556,0.20193225145339966,0.8778409361839294,0.29282134771347046
69,0.93017578125,0.1928299367427826,0.8721590638160706,0.29263046383857727
70,0.9247897267341614,0.19357118010520935,0.8778409361839294,0.2926582992076874
