epoch,accuracy,loss,val_accuracy,val_loss
0,0.6833251118659973,0.5976078510284424,0.7215909361839294,0.5345563292503357
1,0.7530925273895264,0.5043854713439941,0.7556818127632141,0.4842579662799835
2,0.7916873097419739,0.45844951272010803,0.7613636255264282,0.45845144987106323
3,0.8025729656219482,0.4373849034309387,0.7784090638160706,0.4396260976791382
4,0.8164275288581848,0.41189175844192505,0.7982954382896423,0.4258977174758911
5,0.8233547806739807,0.40536460280418396,0.8011363744735718,0.4168626070022583
6,0.8362196683883667,0.3824453055858612,0.8039772510528564,0.4005911648273468
7,0.8476002216339111,0.37861019372940063,0.8096590638160706,0.39751049876213074
8,0.8411677479743958,0.36874762177467346,0.8068181872367859,0.39065006375312805
9,0.8589807152748108,0.3590269386768341,0.8181818127632141,0.390563040971756
10,0.8525482416152954,0.35056909918785095,0.8011363744735718,0.3854515850543976
11,0.8649183511734009,0.33344411849975586,0.8125,0.380154013633728
12,0.8678871989250183,0.3313629925251007,0.8153409361839294,0.3828296959400177
13,0.857991099357605,0.3383418619632721,0.8210227489471436,0.3735482394695282
14,0.8782780766487122,0.3151223063468933,0.8181818127632141,0.3706568777561188
15,0.8698664307594299,0.31540805101394653,0.8210227489471436,0.36778536438941956
16,0.8698664307594299,0.32258790731430054,0.8380681872367859,0.36080220341682434
17,0.8738248348236084,0.31622642278671265,0.8323863744735718,0.3638818562030792
18,0.8807520866394043,0.30603089928627014,0.8295454382896423,0.3613569736480713
19,0.8817417025566101,0.29967644810676575,0.8323863744735718,0.3606768846511841
20,0.8866897821426392,0.29602599143981934,0.8380681872367859,0.3512123227119446
21,0.8911430239677429,0.2844991385936737,0.8409090638160706,0.34981009364128113
22,0.8901534080505371,0.2839786112308502,0.8522727489471436,0.34801366925239563
23,0.8896585702896118,0.2833230197429657,0.8380681872367859,0.3423894941806793
24,0.8916378021240234,0.2757441997528076,0.8465909361839294,0.33995965123176575
25,0.8871845602989197,0.2802698612213135,0.8522727489471436,0.34425508975982666
26,0.9000495076179504,0.26934102177619934,0.84375,0.34002625942230225
27,0.8951014280319214,0.2713221311569214,0.8494318127632141,0.3375885784626007
28,0.8946066498756409,0.26547178626060486,0.8409090638160706,0.33660075068473816
29,0.9030182957649231,0.26884379982948303,0.8380681872367859,0.3354298770427704
